,SRR6206939_pass,SRR6206940_pass,SRR6206941_pass,SRR6206942_pass,SRR6206943_pass,SRR6206944_pass
Pet100,194,235,260,407,250,227
Pet117,0,0,0,0,0,0
Pet2,0,0,0,0,0,0
Pex1,334,333,345,388,388,418
Pex10,102,135,128,344,372,294
Pex11a,15,14,13,16,27,12
Pex11b,329,290,322,470,622,529
Pex11g,140,111,114,83,66,66
Pex12,172,151,148,267,244,282
Pex13,514,619,631,998,743,685
Pex14,673,697,650,1730,1706,1542
Pex16,583,683,695,717,665,535
Pex19,900,883,810,1066,956,922
Pex2,262,290,254,417,386,354
Pex26,200,251,328,175,380,176
Pex3,488,439,425,746,655,557
Pex5,918,927,896,848,959,849
Pex5l,0,0,0,0,0,0
Pex6,1152,1191,1182,1519,1539,1748
Pex7,227,235,227,504,390,449
Pf4,10,3,6,19,4,24
Pfas,589,494,521,2611,4881,4010
Pfdn1,268,379,411,1382,1071,1050
Pfdn2,618,736,803,1600,1981,1737
Pfdn4,160,145,166,674,612,513
Pfdn5,3514,4130,3912,2913,1710,1926
Pfdn6,307,317,452,1874,1744,1625
Pfkfb1,47,46,43,71,67,51
Pfkfb2,262,239,237,78,110,85
Pfkfb3,1149,1284,1347,2271,2164,2734
Pfkfb4,590,595,570,83,46,93
Pfkl,1263,1279,1294,4028,4123,3931
Pfkm,143,161,142,578,952,525
Pfkp,1371,1383,1410,5684,6912,6718
Pfn1,23505,26061,28008,53649,43111,47564
Pfn2,53,37,39,14,14,11
Pfn3,0,0,0,0,0,0
Pfn4,7,4,2,8,15,17
Pfpl,0,1,0,0,0,0
Pga5,0,0,0,0,0,0
Pgam1,2430,2764,2563,18272,16623,16619
Pgam2,69,48,54,17,17,12
Pgam5,693,670,755,1711,1709,1662
Pgap1,1263,1069,1157,149,60,158
Pgap2,377,394,350,459,545,353
Pgap3,347,376,346,372,588,490
Pgbd1,11,12,16,76,38,62
Pgbd5,0,0,0,1,6,11
Pgc,0,0,0,0,0,0
Pgd,1911,2052,2105,4863,5752,5047
Pgf,17,9,4,1,0,1
Pgghg,377,461,384,305,202,295
Pggt1b,365,285,285,460,474,484
Pgk1,2571,2857,3000,21187,19055,17465
Pgk2,3,2,0,0,0,0
Pgls,2100,2282,2120,3633,3329,3312
Pglyrp1,434,568,479,246,90,378
Pglyrp2,582,738,740,244,183,164
Pglyrp3,0,0,0,0,0,0
Pglyrp4,2,2,0,0,1,0
Pgm1,542,521,592,768,647,579
Pgm2,686,638,526,1272,1235,1109
Pgm2l1,454,395,450,494,700,720
Pgm3,177,197,172,465,410,300
Pgm5,2,0,2,3,0,2
Pgp,329,336,380,1076,1128,1051
Pgpep1,113,108,95,67,61,81
Pgpep1l,8,5,3,3,0,2
Pgr,1,0,0,0,0,2
Pgr15l,0,1,0,0,0,0
Pgrmc1,1248,1281,1437,1954,1269,1031
Pgrmc2,531,534,634,1157,1418,1326
Pgs1,673,770,785,716,810,778
Phactr1,2,1,2,1,0,1
Phactr2,417,338,341,150,76,156
Phactr3,8,6,3,3,2,0
Phactr4,1233,1172,1434,651,734,958
Phax,384,358,398,960,933,789
Phb,1693,1867,2070,11887,11504,9196
Phb2,3316,3685,3746,18725,20091,15700
Phc1,1336,1290,1280,421,531,577
Phc2,5498,6507,6573,2525,2316,2334
Phc3,2277,1961,2124,808,911,1203
Phex,1,1,1,2,2,4
Phf1,4712,4899,4996,572,327,511
Phf10,494,513,603,1687,1825,1550
Phf11a,124,142,104,20,27,43
Phf11b,522,593,609,236,205,407
Phf11c,147,120,116,56,85,92
Phf11d,134,164,134,37,61,81
Phf12,5891,5074,5375,2915,3096,3425
Phf13,1344,1030,1165,306,200,301
Phf14,1409,1401,1334,1709,1531,1320
Phf19,371,385,413,499,849,656
Phf2,3227,3041,3377,1319,3295,2981
Phf20,1772,1705,1794,982,1230,1042
Phf20l1,3127,2771,2775,1167,1126,1294
Phf21a,1612,1503,1551,322,349,296
Phf21b,44,53,49,33,115,97
Phf23,2701,2545,2516,1686,1573,1665
Phf24,0,2,0,0,0,0
Phf2os1,3,1,4,4,2,6
Phf3,3682,3278,3634,2145,2435,2877
Phf5a,508,573,581,2461,2176,1968
Phf6,972,848,958,2133,1803,1873
Phf7,354,358,301,364,336,252
Phf8,1508,1584,1620,963,1211,1381
Phgdh,1776,1909,1968,19447,22636,16729
Phgr1,0,0,0,0,0,0
Phip,3357,2655,2868,1155,1346,1250
Phka1,435,427,464,28,6,25
Phka2,472,508,441,401,426,378
Phkb,649,586,535,630,594,566
Phkg1,16,5,7,0,7,4
Phkg2,1244,1314,1308,1799,1051,1251
Phlda1,1094,846,958,1934,821,990
Phlda2,1,1,2,4,26,7
Phlda3,13,19,15,190,34,59
Phldb1,46,47,44,24,56,57
Phldb2,2,1,2,6,0,11
Phldb3,646,662,736,413,373,357
Phlpp1,1199,1061,1078,170,146,255
Phlpp2,883,763,718,191,237,265
Phospho1,11,12,5,9,101,16
Phospho2,825,816,791,611,404,451
Phox2a,0,0,1,0,0,0
Phox2b,0,0,0,0,0,0
Phpt1,333,336,358,1071,1132,915
Phrf1,2723,2708,2871,1992,3040,3091
Phtf1,770,785,756,802,830,688
Phtf1os,7,13,11,27,14,17
Phtf2,1292,1144,1255,843,1211,993
Phxr2,7,5,3,1,1,1
Phxr4,0,0,2,0,0,0
Phyh,645,760,762,288,208,208
Phyhd1,19,31,30,21,12,11
Phyhip,0,0,0,26,15,5
Phyhipl,0,2,1,0,0,0
Phykpl,379,314,266,791,510,502
Pi15,25,19,11,11,14,7
Pi16,201,209,160,90,59,104
Pi4k2a,1522,1415,1324,696,773,784
Pi4k2b,189,160,154,566,356,217
Pi4ka,2941,2631,2775,2244,3147,3300
Pi4kb,1816,1805,1885,1278,1257,1097
Pianp,1103,1105,1113,347,127,245
Pias1,2540,2314,2571,875,936,1047
Pias2,1227,1234,1341,1768,1321,1524
Pias3,796,774,747,234,145,243
Pias4,1278,1343,1249,713,743,831
Pibf1,316,307,342,244,201,216
Picalm,4408,4504,4283,3706,3576,3552
Pick1,193,251,285,372,504,473
Pid1,184,219,190,35,21,32
Pidd1,226,243,244,971,1139,1393
Piezo1,2720,2329,2619,2629,4344,4603
Piezo2,3,2,2,1,1,1
Pif1,23,20,21,634,707,554
Pifo,5,6,8,2,0,3
Piga,260,194,209,593,539,501
Pigb,408,362,326,704,887,830
Pigc,167,212,265,185,246,189
Pigf,53,69,67,215,238,230
Pigg,172,125,116,230,241,225
Pigh,156,139,151,209,237,238
Pigk,704,603,586,774,800,732
Pigl,170,140,169,339,478,428
Pigm,803,688,730,910,922,912
Pign,588,583,558,754,631,670
Pigo,1391,1292,1100,871,1097,1038
Pigp,306,328,291,404,258,294
Pigq,1769,1823,1676,2354,2690,2337
Pigr,61,38,40,7,0,5
Pigs,1859,1923,1762,1827,2144,1793
Pigt,2033,2000,2099,3356,4768,4095
Pigu,402,449,470,1007,1200,1071
Pigv,261,257,267,168,174,253
Pigw,71,74,75,152,174,183
Pigx,455,454,493,1150,947,901
Pigyl,147,141,142,378,410,326
Pigz,2,3,2,4,2,3
Pih1d1,539,649,538,856,856,876
Pih1d2,8,6,1,60,51,29
Pih1d3,0,0,0,0,0,0
Pih1h3b,0,0,0,0,0,0
Pik3ap1,4877,4196,4128,305,87,384
Pik3c2a,1275,1100,1200,148,319,171
Pik3c2b,3334,3290,3334,267,224,352
Pik3c2g,0,0,0,0,0,2
Pik3c3,1055,1007,1012,1060,1030,993
Pik3ca,2032,2007,2074,887,882,1143
Pik3cb,453,424,378,369,260,284
Pik3cd,9550,8589,9019,2267,2045,3391
Pik3cg,1818,1696,1482,899,707,852
Pik3ip1,1090,1065,1125,300,490,213
Pik3r1,3618,3391,3464,952,1661,1203
Pik3r2,682,762,697,1160,1117,1124
Pik3r3,151,123,133,49,170,61
Pik3r4,4518,4534,4450,921,930,1011
Pik3r5,1949,1790,2158,682,166,659
Pik3r6,75,97,63,30,5,30
Pikfyve,1666,1688,1618,431,639,579
Pilra,162,200,181,85,54,201
Pilrb1,39,82,52,21,20,45
Pilrb2,52,46,53,20,15,51
Pim1,32449,26781,25783,2674,1635,2766
Pim2,1821,1638,1625,884,688,846
Pim3,5735,5560,5096,2249,1093,1279
Pimreg,31,28,15,39,53,32
Pin1,563,605,640,1794,1563,1441
Pin1rt1,0,0,0,0,1,1
Pin4,164,155,195,433,429,409
Pinc,2,0,2,0,1,2
Pink1,1079,1063,977,509,313,375
Pinlyp,5,5,3,0,0,0
Pinx1,295,291,326,913,782,730
Pip,0,0,0,0,0,0
Pip4k2a,6038,6073,6543,1817,2627,1898
Pip4k2b,2533,2632,2979,2244,3017,2589
Pip4k2c,2202,2197,2094,992,932,1058
Pip5k1a,1667,1482,1576,1449,1113,1314
Pip5k1b,152,164,148,43,8,22
Pip5k1bos,0,0,0,0,0,0
Pip5k1c,4777,4365,4730,1821,3718,2883
Pip5kl1,1,1,2,3,2,2
Pipox,5,3,1,3,13,2
Pir,19,27,30,2,3,1
Pira2,179,225,212,52,24,63
Pirb,437,550,434,128,49,122
Pirt,0,2,1,0,1,1
Pisd,1542,1797,1950,1744,1425,1437
Pisrt1,0,0,0,0,0,0
Pithd1,910,888,964,1624,1747,1431
Pitpna,4560,5072,5653,5820,4560,5565
Pitpnb,1326,1491,1552,3317,3333,2685
Pitpnc1,1978,1467,1564,722,1336,1577
Pitpnm1,3858,4163,4183,2054,747,2054
Pitpnm2,3335,2676,2910,1401,3725,3682
Pitpnm2os1,0,0,0,0,0,0
Pitpnm2os2,18,21,22,14,15,14
Pitpnm3,0,2,0,1,1,2
Pitrm1,1090,961,1075,4072,6889,5123
Pitx1,0,0,0,0,1,0
Pitx2,6,6,10,0,0,0
Pitx3,1,1,0,1,0,0
Piwil1,4,3,1,0,4,2
Piwil2,17,11,8,42,21,20
Piwil4,1,1,3,2,2,0
Pja1,998,1063,1490,1161,906,958
Pja2,586,530,544,805,627,998
Pkd1,3062,2548,2723,593,1001,1019
Pkd1l1,1,0,0,1,0,3
Pkd1l2,8,16,12,27,3,20
Pkd1l3,118,82,89,248,683,662
Pkd2,1,2,3,4,1,2
Pkd2l1,0,0,0,0,1,0
Pkd2l2,79,67,79,38,67,61
Pkdcc,26,19,20,115,3,7
Pkdrej,1,1,0,2,33,29
Pkhd1,0,0,0,0,0,0
Pkhd1l1,2,7,5,33,18,4
Pkia,1,4,3,2,0,0
Pkib,715,764,771,121,19,57
Pkig,1870,2340,2599,1052,830,560
Pklr,3,5,2,106,39,9
Pkm,12140,12109,12516,58887,54649,52361
Pkmyt1,567,608,489,1105,1284,1293
Pkn1,10909,10642,11171,4204,4676,5534
Pkn2,2255,2071,2114,1229,1199,1170
Pkn3,40,35,26,205,90,1918
Pknox1,1178,1162,1558,1350,2033,2009
Pknox2,0,0,0,0,0,1
Pkp1,0,0,0,0,0,1
Pkp2,11,3,3,20,18,17
Pkp3,673,556,772,290,414,229
Pkp4,379,296,302,137,429,73
Pla1a,9,3,4,9,2,6
Pla2g10,0,0,1,0,0,0
Pla2g10os,0,0,0,0,0,0
Pla2g12a,204,184,204,1229,960,969
Pla2g12b,0,0,0,0,2,0
Pla2g15,219,171,168,337,159,251
Pla2g16,476,588,568,301,179,111
Pla2g1b,0,0,0,1,1,0
Pla2g2a,0,0,0,0,0,0
Pla2g2c,1,1,2,1,0,0
Pla2g2d,134,109,208,45,19,32
Pla2g2e,0,0,0,0,0,0
Pla2g2f,0,0,0,1,0,0
Pla2g3,4,3,4,1,1,1
Pla2g4a,131,183,149,28,9,15
Pla2g4b,112,100,129,36,37,39
Pla2g4c,2,7,3,25,25,30
Pla2g4d,24,25,29,1,1,0
Pla2g4e,0,0,0,0,0,0
Pla2g4f,47,33,36,25,6,33
Pla2g5,1,0,0,25,6,2
Pla2g6,371,303,296,449,628,611
Pla2g7,768,910,828,187,123,321
Pla2r1,1,0,3,8,2,1
Plaa,1220,1239,1354,3185,3283,2910
Plac1,0,0,0,0,0,0
Plac8,4474,5431,5172,8497,1842,4303
Plac8l1,1,0,0,0,0,0
Plac9a,0,0,0,0,0,0
Plac9b,0,2,0,0,1,0
Plag1,36,34,27,8,13,14
Plagl1,40,17,20,7,0,2
Plagl2,1091,999,999,962,838,1362
Plat,39,25,20,2,0,0
Platr1,2,8,5,1,10,1
Platr10,10,9,8,1,0,0
Platr11,0,1,0,0,0,0
Platr12,0,0,0,0,0,0
Platr13,5,5,7,2,6,5
Platr14,1,0,2,3,2,3
Platr15,18,3,8,8,7,3
Platr16,5,4,5,3,9,4
Platr17,84,98,99,78,42,77
Platr19,0,0,0,0,0,0
Platr2,0,0,0,0,0,0
Platr20,0,0,0,0,0,0
Platr21,0,0,0,0,0,1
Platr22,0,0,0,0,0,0
Platr23,1,0,1,1,0,0
Platr25,194,183,160,113,89,89
Platr26,0,0,0,0,0,0
Platr27,0,1,0,0,5,0
Platr28,9,10,5,1,6,7
Platr29,0,2,0,0,1,1
Platr3,0,0,0,0,0,0
Platr30,0,0,0,0,0,0
Platr31,0,0,2,2,1,0
Platr32,1,1,0,1,0,4
Platr4,3,2,0,1,2,1
Platr5,0,0,0,1,0,0
Platr6,2,2,1,0,2,3
Platr7,3,7,4,0,4,3
Platr8,1,3,1,1,0,1
Platr9,2,3,5,5,5,3
Plau,133,110,113,23,4,4
Plaur,11208,11141,11340,894,519,473
Plb1,0,1,2,0,0,3
Plbd1,3125,3746,3215,517,228,593
Plbd2,849,862,850,807,1125,1039
Plcb1,14,5,9,0,4,5
Plcb2,2384,2267,2048,830,406,795
Plcb3,295,302,359,270,242,354
Plcb4,45,44,25,118,4,25
Plcd1,7,7,5,2,0,1
Plcd3,1,1,0,6,8,9
Plcd4,33,13,8,5,2,6
Plce1,14,11,23,3,1,1
Plcg1,2908,2462,2804,1551,1827,2121
Plcg2,7783,7718,7748,895,182,766
Plch1,4,3,1,93,465,342
Plch2,2,3,2,1,2,1
Plcl1,88,73,82,8,2,2
Plcl2,3368,3310,3256,1358,1236,1363
Plcxd1,224,192,167,42,79,70
Plcxd2,812,597,683,483,404,430
Plcxd3,4,1,0,1,0,1
Plcz1,0,0,0,0,0,0
Pld1,22,19,18,5,4,9
Pld2,215,203,203,41,24,44
Pld3,2747,2897,2900,3073,672,1574
Pld4,3808,4761,4114,1540,1328,1509
Pld5,0,0,0,1,1,1
Pld6,3,0,1,69,43,48
Pldi,0,0,0,0,0,0
Plec,3153,2268,2571,1032,2498,2703
Plek,9154,8865,9028,810,343,697
Plek2,3,0,1,12,11,3
Plekha1,1154,1311,1507,687,713,653
Plekha2,7042,7390,7939,2344,3958,3027
Plekha3,756,740,751,597,499,678
Plekha4,28,25,21,137,39,49
Plekha5,733,667,699,355,440,513
Plekha6,117,108,118,236,96,781
Plekha7,292,251,250,26,219,62
Plekha8,241,291,264,323,726,667
Plekhb1,5,3,3,1,1,1
Plekhb2,1565,1615,1589,497,476,460
Plekhd1,4,3,1,1,2,0
Plekhd1os,1,0,0,0,0,0
Plekhf1,20,10,9,12,19,12
Plekhf2,1263,1406,1303,678,818,568
Plekhg1,23,34,12,10,3,22
Plekhg2,4695,4417,4705,1187,538,1855
Plekhg3,943,959,984,152,38,237
Plekhg4,2,3,1,22,61,39
Plekhg5,254,262,242,214,112,435
Plekhg6,11,5,4,0,1,5
Plekhh1,21,14,17,8,6,3
Plekhh2,1,2,0,2,1,2
Plekhh3,89,102,103,141,50,97
Plekhj1,1340,1601,1617,2572,2844,2355
Plekhm1,3013,2771,2939,549,556,721
Plekhm2,1033,994,1045,446,481,488
Plekhm3,2474,2159,2289,238,175,345
Plekhn1,1321,1386,1149,769,1626,1349
Plekho1,3548,4302,4438,502,163,428
Plekho2,5343,4790,5210,567,484,776
Plekhs1,2,1,1,0,6,1
Plet1,2,4,0,53,1,15
Plet1os,0,0,0,0,0,0
Plg,16,16,1,1,0,0
Plgrkt,619,777,642,885,333,452
Plin1,8,5,5,4,5,4
Plin2,259,352,382,580,328,387
Plin3,377,327,465,593,624,674
Plin4,1,2,0,1,0,1
Plin5,2,6,0,0,1,0
Plk1,172,172,133,3789,5480,4394
Plk2,4017,3463,3350,296,46,100
Plk3,3097,2642,2589,576,265,412
Plk4,250,213,231,1241,1191,1139
Plk5,1,0,0,1,0,1
Pllp,4,3,3,43,35,13
Pln,18,12,0,0,0,0
Plod1,223,256,445,266,201,229
Plod2,19,17,18,153,9,11
Plod3,623,733,720,944,1012,1234
Plp1,80,53,51,38,23,28
Plp2,1855,1990,2014,3691,3229,3008
Plpp1,24,19,14,865,82,86
Plpp2,52,43,53,74,73,97
Plpp3,486,525,520,34,16,34
Plpp4,0,0,0,0,0,0
Plpp5,175,158,156,306,150,214
Plpp6,257,280,278,205,220,162
Plpp7,2,6,7,3,7,2
Plppr1,0,0,0,0,0,0
Plppr2,43,35,36,18,10,17
Plppr3,324,262,249,85,113,114
Plppr4,1,0,0,0,0,0
Plppr5,0,0,0,0,0,0
Plrg1,1160,1166,1073,2412,2215,1968
Pls1,21,25,19,182,31,95
Pls3,9,7,11,1,1,0
Plscr1,148,189,168,96,27,40
Plscr2,0,1,1,2,0,0
Plscr3,459,439,405,551,1032,1083
Plscr4,7,7,6,1,0,1
Plscr5,0,0,0,0,0,0
Pltp,523,543,528,109,64,273
Plut,0,0,0,0,0,0
Plvap,66,75,49,33,24,93
Plxdc1,82,79,77,287,1314,1729
Plxdc2,23,22,20,8,4,4
Plxna1,268,236,271,162,578,432
Plxna2,5,2,7,2,0,4
Plxna3,238,233,217,877,1288,1636
Plxna4,14,4,2,3,2,1
Plxna4os1,8,6,9,0,1,1
Plxna4os2,0,0,0,0,0,0
Plxna4os3,0,0,0,0,0,0
Plxnb1,45,52,50,6,35,22
Plxnb2,775,865,693,326,1571,699
Plxnb3,6,9,7,13,11,17
Plxnc1,2385,2637,2492,499,328,397
Plxnd1,854,776,829,210,1639,968
Pm20d1,8,3,6,3,2,3
Pm20d2,2,0,0,3,13,7
Pmaip1,2417,2603,2532,879,876,986
Pmch,0,0,0,4,0,7
Pmel,60,56,51,72,22,74
Pmepa1,194,239,331,46,16,16
Pmepa1os,0,0,0,0,0,0
Pmf1,841,947,925,3046,3356,2805
Pmfbp1,0,2,1,0,0,0
Pmis2,0,0,0,0,0,0
Pml,9287,7605,7393,1848,3078,2930
Pmm1,128,132,124,1075,1018,734
Pmm2,811,822,897,1977,1477,1371
Pmp2,0,0,0,0,0,0
Pmp22,5,2,0,2,0,2
Pmpca,1016,1034,1076,2884,3547,3049
Pmpcb,711,714,721,2371,2559,2000
Pms1,270,274,278,520,464,402
Pms2,653,564,598,1132,981,946
Pmvk,224,273,242,340,315,268
Pnck,25,30,24,136,56,83
Pnisr,2166,2460,2438,1358,2159,1918
Pnkd,195,201,238,499,871,604
Pnkp,1261,1367,1374,1212,837,816
Pnldc1,8,0,4,30,9,1318
Pnlip,0,2,7,0,0,0
Pnliprp1,0,0,0,0,0,0
Pnliprp2,0,0,0,1,0,0
Pnma1,23,20,38,18,10,12
Pnma2,0,0,0,0,0,0
Pnma3,0,0,0,0,0,0
Pnma5,0,0,0,1,0,0
Pnmal1,0,0,0,3,2,0
Pnmal2,0,3,1,1,11,2
Pnmt,0,0,1,1,0,1
Pnn,1773,1961,2197,3754,5536,4698
Pno1,437,460,505,2604,2648,1989
Pnoc,4,2,2,8,1,4
Pnp,1216,1202,1205,2030,985,1129
Pnp2,28,53,35,39,20,40
Pnpla1,10,13,11,4,6,11
Pnpla1os,5,3,2,6,3,4
Pnpla2,2604,2322,2342,2044,1733,2232
Pnpla3,1,6,2,6,8,7
Pnpla5,0,0,0,0,0,0
Pnpla6,628,664,617,656,777,625
Pnpla7,1634,1519,1433,725,553,681
Pnpla8,1165,1048,935,429,329,393
Pnpo,472,565,516,1030,1404,965
Pnpt1,519,628,591,1728,2065,1679
Pnrc1,26047,24733,26233,3332,1756,2015
Pnrc2,2390,2712,2793,2253,1911,1838
Poc1a,63,75,64,657,641,610
Poc1b,484,480,541,800,846,798
Poc5,402,401,427,526,499,536
Podn,5,0,0,3,8,3
Podnl1,111,74,76,55,45,65
Podxl,6,6,5,260,55,45
Podxl2,2,3,2,0,10,2
Pof1b,0,0,0,0,0,0
Pofut1,898,895,792,639,834,806
Pofut2,664,671,636,512,546,529
Pogk,253,222,241,150,76,149
Poglut1,470,579,616,1133,1059,1053
Pogz,3024,2591,2627,1640,1608,1753
Pola1,312,290,274,2220,2737,2236
Pola2,770,809,811,4382,5132,4337
Polb,588,623,644,790,587,585
Pold1,1405,1557,1567,3343,4502,3982
Pold2,829,849,835,4839,5109,4330
Pold3,1098,1208,1170,2349,2244,2214
Pold4,3285,4047,4288,1051,433,644
Poldip2,727,689,647,2533,2956,2271
Poldip3,3771,3819,3965,3214,3442,3108
Pole,325,289,245,2136,3218,3086
Pole2,116,143,129,891,810,897
Pole3,501,477,448,2232,2637,1874
Pole4,1007,1162,1192,1224,945,1058
Polg,2235,2360,2370,1250,2234,1954
Polg2,460,349,358,269,231,230
Polh,196,169,199,371,611,489
Poli,808,744,708,625,553,661
Polk,187,206,238,232,190,215
Poll,403,358,330,592,608,694
Polm,976,995,987,416,121,297
Poln,22,12,16,7,18,16
Polq,185,152,145,470,854,742
Polr1a,1511,1230,1418,3029,5284,4543
Polr1b,643,574,670,2887,4104,3778
Polr1c,1019,1081,1107,1968,1780,1656
Polr1d,1721,2008,2144,5910,5367,4908
Polr1e,437,455,467,1359,1161,1198
Polr2a,10116,8304,9232,8818,11986,14073
Polr2b,2425,2495,2508,4312,5206,4386
Polr2c,722,756,734,1998,1720,1574
Polr2d,585,564,582,1394,1044,1033
Polr2e,1280,1279,1412,3600,3292,2825
Polr2f,337,361,421,1788,1709,1537
Polr2g,692,738,829,2365,2039,1793
Polr2h,294,318,303,1233,1023,1017
Polr2i,268,305,259,902,731,597
Polr2j,468,543,607,2762,2627,2516
Polr2k,168,193,184,751,477,532
Polr2l,248,204,300,1625,1424,1410
Polr2m,3133,3364,3626,4284,4402,3869
Polr3a,1021,920,857,877,1176,1079
Polr3b,1365,1131,1086,1791,2305,1916
Polr3c,1407,1391,1357,2411,2235,2164
Polr3d,504,484,463,576,786,826
Polr3e,532,548,546,1427,1929,1734
Polr3f,696,672,674,930,838,745
Polr3g,190,186,205,404,535,490
Polr3gl,515,560,610,356,545,473
Polr3h,571,496,519,2068,2525,1611
Polr3k,268,295,274,1108,1181,1098
Polrmt,873,1034,1056,1193,1821,1581
Pom121,3532,2922,3122,3766,5078,5085
Pom121l12,1,0,0,0,0,0
Pom121l2,1,0,0,0,0,2
Pomc,14,16,15,55,36,37
Pomgnt1,569,610,640,533,546,426
Pomgnt2,3,1,6,4,231,6
Pomk,231,246,210,332,390,304
Pomp,1122,1488,1335,4814,3055,3362
Pomt1,213,225,244,579,987,664
Pomt2,174,141,149,337,315,363
Pon1,3,5,0,0,0,0
Pon2,823,870,876,954,824,837
Pon3,136,132,118,70,52,90
Pop1,90,108,149,783,946,839
Pop4,331,291,280,552,394,377
Pop5,511,609,713,3497,1755,1777
Pop7,382,373,352,531,502,492
Popdc2,13,6,9,37,33,355
Popdc3,0,0,0,1,0,0
Por,1067,1241,1388,2428,1072,1344
Porcn,4,3,5,4,2,2
Postn,7,3,3,1,0,0
Pot1a,408,335,352,523,515,475
Pot1b,356,318,327,253,178,252
Poteg,0,0,0,0,0,0
Pou1f1,0,0,2,0,0,0
Pou2af1,8636,10403,10264,2618,6217,3187
Pou2f1,1482,1131,1102,658,948,913
Pou2f2,3467,3177,3894,370,158,633
Pou2f3,0,0,0,3,0,0
Pou3f1,82,38,39,4,4,1
Pou3f2,3,1,0,1,2,0
Pou3f3,5,2,2,2,1,0
Pou3f4,2,3,0,0,1,2
Pou4f1,7,11,6,5,15,14
Pou4f2,0,1,0,0,0,0
Pou4f3,0,0,0,0,0,0
Pou5f1,1,1,0,0,1,1
Pou5f2,2,2,0,1,1,1
Pou6f1,2353,2084,2313,271,383,379
Pou6f2,0,0,0,0,0,0
Pp2d1,22,27,23,19,8,13
Ppa1,277,364,322,3637,4391,3571
Ppa2,251,253,259,1017,724,730
Ppan,1226,1215,1232,5154,5918,5201
Ppara,2,3,1,0,0,2
Ppard,784,780,930,430,334,502
Pparg,38,43,33,23,25,45
Ppargc1a,49,47,55,11,4,3
Ppargc1b,339,341,403,403,560,574
Ppat,669,661,761,5052,6132,5189
Ppbp,4,2,9,11,1,6
Ppcdc,731,1074,769,1103,547,817
Ppcs,296,310,295,304,285,309
Ppdpf,2458,2528,2786,1634,1724,1969
Ppef1,4,5,4,0,3,1
Ppef2,22,16,19,1,13,7
Ppfia1,1866,1758,1903,913,1761,1687
Ppfia2,0,0,0,0,0,3
Ppfia3,6,2,11,2,2,2
Ppfia4,336,394,359,47,18,41
Ppfibp1,361,326,299,167,217,109
Ppfibp2,464,516,502,69,11,61
Pphln1,704,670,726,2243,2089,2043
Ppia,20133,22671,23270,74946,65995,64471
Ppib,2868,3076,3067,3828,3028,3079
Ppic,71,62,81,1846,24,267
Ppid,710,744,789,5271,5563,4563
Ppie,816,852,793,3002,2235,2133
Ppif,679,672,645,2223,2923,2118
Ppig,1392,1492,1591,2909,3478,3208
Ppih,315,353,423,1517,1336,1210
Ppil1,266,271,321,4106,3862,3496
Ppil2,2081,2320,2366,3132,3197,2928
Ppil3,225,284,257,794,735,618
Ppil4,1427,1392,1497,1686,1729,1701
Ppil6,4,1,1,15,2,2
Ppip5k1,529,541,515,203,360,308
Ppip5k2,1306,1218,1258,1973,3120,3181
Ppl,281,291,350,14,5,19
Ppm1a,2213,2148,2180,1734,1578,1581
Ppm1b,1483,1485,1759,1470,1425,1612
Ppm1d,1000,964,1049,1338,1036,1182
Ppm1e,141,130,97,23,5,9
Ppm1f,707,800,885,2276,2527,2481
Ppm1g,3186,3237,3646,5989,8197,7383
Ppm1h,1000,829,920,274,664,971
Ppm1j,92,125,84,34,38,20
Ppm1k,331,386,361,238,178,212
Ppm1l,611,519,570,432,198,265
Ppm1m,2067,2514,2433,916,309,679
Ppm1n,6,9,6,0,5,3
Ppme1,712,739,832,1394,1005,1265
Ppnr,5,2,3,2,1,3
Ppox,516,611,489,440,376,345
Ppp1ca,8403,9582,10731,19051,15228,14695
Ppp1cb,3150,3383,3303,5457,5062,4841
Ppp1cc,5516,5927,6138,13908,12828,10702
Ppp1r10,6914,4703,5092,1798,2562,2470
Ppp1r11,976,1073,1265,1069,789,853
Ppp1r12a,4385,4195,4725,2154,2608,2985
Ppp1r12b,517,449,391,114,215,238
Ppp1r12c,2568,2802,2678,1679,1698,1848
Ppp1r13b,2803,3049,3437,299,408,541
Ppp1r13l,18,22,23,119,215,193
Ppp1r14a,79,109,95,48,9,6
Ppp1r14b,763,759,765,5707,5010,4957
Ppp1r14c,4,5,7,3,0,2
Ppp1r14d,0,0,0,0,0,0
Ppp1r15a,36216,35286,35754,5232,2001,2205
Ppp1r15b,6746,6054,5982,2858,3145,3635
Ppp1r16a,458,459,455,318,392,372
Ppp1r16b,7152,7764,7679,1717,1202,1282
Ppp1r17,0,0,0,0,0,0
Ppp1r18,9318,10033,11434,3220,2265,2706
Ppp1r18os,11,11,22,18,13,14
Ppp1r1a,9,10,3,3,0,3
Ppp1r1b,1,2,1,75,76,14
Ppp1r1c,0,0,0,0,0,0
Ppp1r2,1778,1938,1785,1231,1218,1037
Ppp1r21,1589,1811,1925,843,611,708
Ppp1r26,1,3,2,2,17,11
Ppp1r27,1,2,0,0,2,0
Ppp1r32,30,20,10,7,4,5
Ppp1r35,344,403,408,1124,615,751
Ppp1r36,1,0,1,0,0,1
Ppp1r37,1012,1100,1105,692,774,810
Ppp1r3a,1,0,0,345,1,1
Ppp1r3b,84,38,63,40,3,27
Ppp1r3c,1,1,0,0,0,0
